0.0024118423461914062	3415	325278	-279
0.018398284912109375	-15769	12945	324101
0.028702259063720703	-16240	12945	323395
0.0390169620513916	-13415	12474	324572
0.0493011474609375	-13415	12474	324572
0.05955982208251953	-12474	11062	324572
0.06989479064941406	-14122	11297	327161
0.08015060424804688	-14122	11297	327161
0.09039974212646484	-16240	11062	324807
0.10068440437316895	-15534	11297	327632
0.11091732978820801	-15534	11297	327632
0.12124514579772949	-13651	12945	326220
0.1315326690673828	-13651	12945	326220
0.14176177978515625	-12709	14357	323631
0.1521592140197754	-12474	13651	325278
0.16242742538452148	-11768	12709	323631
0.17269039154052734	-11768	12709	323631
0.1829533576965332	-14592	12239	324337
0.19320940971374512	-15063	12239	325513
0.20346403121948242	-15063	12239	325513
0.21377134323120117	-12239	13651	324807
0.22399044036865234	-12709	12239	324807
0.23434042930603027	-12709	12239	324807
0.24457097053527832	-13415	12239	325278
0.2551748752593994	-12945	12474	326220
0.26553845405578613	-12945	12474	326220
0.27579569816589355	-11062	11533	326220
0.28624725341796875	-11062	11533	326220
0.2967543601989746	-12474	12709	324572
0.3070096969604492	-11533	12474	325749
0.31754016876220703	-12474	11533	323631
0.32779455184936523	-13886	15298	325043
0.33836984634399414	-13886	15298	325043
0.34870314598083496	-12474	12239	325278
0.359173059463501	-12474	12239	325278
0.3697385787963867	-10591	12474	325749
0.3801431655883789	-10356	12474	324807
0.3906128406524658	-10356	12474	324807
0.40111780166625977	-11768	12239	325749
0.41155219078063965	-12003	11062	325984
0.4220616817474365	-12945	11768	327396
0.43245506286621094	-12945	11768	327396
0.44278597831726074	-11533	13651	326220
0.4531877040863037	-9885	13415	322454
0.4634532928466797	-9885	13415	322454
0.47371602058410645	-14828	11533	325278
0.4842512607574463	-13886	12474	327396
0.49458932876586914	-13886	12474	327396
0.505011796951294	-12474	12003	327867
0.5153987407684326	-12474	12003	327867
0.5256900787353516	-12003	12003	322454
0.5361974239349365	-14122	12945	325278
0.5465047359466553	-11768	9885	326690
0.556992769241333	-14828	11297	327632
0.5674481391906738	-12709	12239	327161
0.578021764755249	-13415	12945	324807
0.5883047580718994	-13415	12945	324807
0.5985419750213623	-14828	15534	325043
0.6088426113128662	-14357	13180	322924
0.6194300651550293	-14357	13180	322924
0.6297154426574707	-13415	12709	327867
0.6402866840362549	-12945	13180	325513
0.6505734920501709	-12945	13180	325513
0.660834550857544	-12945	13180	324337
0.6714310646057129	-12945	11062	324807
0.6817417144775391	-12945	11062	324807
0.692072868347168	-13886	12003	324807
0.7026247978210449	-11533	16005	325749
0.7131600379943848	-12709	10591	327161
0.723426342010498	-12239	12003	324572
0.7337446212768555	-15063	12474	324337
0.7440171241760254	-14828	12239	326220
0.754521369934082	-14828	12239	326220
0.7650880813598633	-13886	11768	325043
0.7753939628601074	-13886	11768	325043
0.7859869003295898	-13415	12709	325513
0.7962930202484131	-12474	11768	324572
0.8066277503967285	-12474	11768	324572
0.817112922668457	-10826	10591	327396
0.8273851871490479	-12945	12945	325749
0.837895393371582	-12945	12945	325749
0.8484046459197998	-13415	14592	322924
0.8589708805084229	-13180	12474	327396
0.8692135810852051	-13180	12474	327396
0.8794839382171631	-13180	13886	328573
0.8900673389434814	-13180	13180	326220
0.900470495223999	-12709	12003	325043
0.910977840423584	-13180	11768	325278
0.9214892387390137	-14828	13415	324337
0.9320254325866699	-14828	13415	324337
0.9424216747283936	-12003	11768	326926
0.9527506828308105	-12239	12709	322218
0.9630191326141357	-12239	12709	322218
0.9733786582946777	-15534	11768	326455
0.983635663986206	-13651	12003	324101
0.9939017295837402	-13651	12003	324101
1.0043950080871582	-13886	14357	325749
1.0148487091064453	-11533	13415	327867
1.0251214504241943	-11533	13415	327867
1.03541898727417	-14122	13180	325513
1.0456631183624268	-14122	13415	326926
1.0560016632080078	-15534	12474	325749
1.0662744045257568	-15534	12474	325749
1.0765860080718994	-12239	13180	323631
1.086852788925171	-15298	12474	325043
1.097111701965332	-15298	12474	325043
1.1073923110961914	-15063	11768	325278
1.1176784038543701	-15063	11768	325278
1.1279590129852295	-13886	11768	327632
1.1382677555084229	-15063	11533	327161
1.148554801940918	-14122	11533	327396
1.1589524745941162	-14122	11533	327396
1.1693637371063232	-11768	12709	325043
1.1795392036437988	-13886	12474	328573
1.1898508071899414	-13886	12474	328573
1.2003092765808105	-11062	11297	324572
1.2108087539672852	-13180	13180	328103
1.2210781574249268	-13180	13180	328103
1.2312912940979004	-16005	13415	327867
1.2415783405303955	-12239	12239	328338
1.2521424293518066	-12239	12239	328338
1.2624001502990723	-12709	12239	327161
1.2727758884429932	-12709	12239	327161
1.2830212116241455	-12709	12239	321748
1.2932908535003662	-12474	13651	325278
1.3038113117218018	-11533	13415	325513
1.3141264915466309	-14592	13886	325043
1.32440185546875	-14357	12709	328103
1.334852695465088	-13651	9885	323866
1.3451323509216309	-13651	9885	323866
1.3558261394500732	-13415	13180	326926
1.3663969039916992	-12709	14357	326220
1.37684965133667	-12709	14357	326220
1.3873813152313232	-13415	13415	324337
1.3976414203643799	-13180	12709	324101
1.4079158306121826	-13180	12709	324101
1.4184844493865967	-12945	13415	325043
1.428830862045288	-11297	12945	327396
1.439065933227539	-9414	11768	325749
