0.00000e+00	1.20E+01	4.00E+01	-3.65E+03
5.00107e-03	3.07E+01	2.80E+01	-3.61E+03
1.00002e-02	2.67E+01	5.20E+01	-3.65E+03
1.49994e-02	4.00E+00	3.87E+01	-3.65E+03
2.00005e-02	2.00E+01	2.53E+01	-3.65E+03
2.49996e-02	2.27E+01	4.27E+01	-3.64E+03
3.00007e-02	2.53E+01	5.60E+01	-3.63E+03
3.49998e-02	1.87E+01	3.07E+01	-3.64E+03
4.00009e-02	2.00E+01	6.27E+01	-3.65E+03
4.50001e-02	4.00E+00	2.40E+01	-3.65E+03
5.00011e-02	1.33E+01	4.13E+01	-3.64E+03
5.50003e-02	1.47E+01	4.80E+01	-3.65E+03
5.99995e-02	2.27E+01	3.07E+01	-3.66E+03
6.50005e-02	3.73E+01	3.87E+01	-3.67E+03
6.99997e-02	2.40E+01	4.67E+01	-3.66E+03
7.50008e-02	1.07E+01	2.67E+01	-3.65E+03
7.99999e-02	2.80E+01	2.67E+01	-3.65E+03
8.50010e-02	1.47E+01	2.93E+01	-3.66E+03
9.00002e-02	2.53E+01	3.60E+01	-3.63E+03
9.49993e-02	1.60E+01	3.07E+01	-3.65E+03
1.00000e-01	6.67E+00	4.80E+01	-3.65E+03
1.05000e-01	-2.67E+00	5.60E+01	-3.63E+03
1.10001e-01	-2.67E+00	4.00E+01	-3.63E+03
1.15000e-01	1.47E+01	3.60E+01	-3.66E+03
1.20001e-01	1.07E+01	3.87E+01	-3.65E+03
1.25000e-01	2.27E+01	4.93E+01	-3.66E+03
1.30001e-01	1.33E+01	3.47E+01	-3.65E+03
1.35000e-01	1.60E+01	2.27E+01	-3.62E+03
1.39999e-01	1.33E+01	4.53E+01	-3.65E+03
1.45000e-01	6.67E+00	5.33E+01	-3.64E+03
1.50000e-01	1.47E+01	3.47E+01	-3.63E+03
1.55001e-01	3.33E+01	5.60E+01	-3.64E+03
1.60000e-01	4.00E+00	4.80E+01	-3.66E+03
1.65001e-01	2.13E+01	4.40E+01	-3.67E+03
1.70000e-01	1.73E+01	3.33E+01	-3.64E+03
1.75001e-01	2.40E+01	5.33E+01	-3.63E+03
1.80000e-01	6.67E+00	5.47E+01	-3.65E+03
1.84999e-01	1.87E+01	3.73E+01	-3.65E+03
1.90001e-01	2.67E+00	3.33E+01	-3.67E+03
1.95000e-01	2.67E+00	5.20E+01	-3.65E+03
2.00001e-01	-9.33E+00	2.93E+01	-3.63E+03
2.05000e-01	2.27E+01	5.33E+01	-3.63E+03
2.10001e-01	2.67E+01	5.07E+01	-3.65E+03
2.15000e-01	9.33E+00	5.20E+01	-3.65E+03
2.19999e-01	8.00E+00	6.13E+01	-3.65E+03
2.25000e-01	2.13E+01	4.13E+01	-3.64E+03
2.30000e-01	1.33E+01	3.20E+01	-3.64E+03
2.35001e-01	9.33E+00	5.20E+01	-3.64E+03
2.40000e-01	6.67E+00	3.33E+01	-3.64E+03
2.45001e-01	2.93E+01	4.00E+01	-3.64E+03
2.50000e-01	1.33E+00	5.87E+01	-3.65E+03
