0.0000e+00	5.6488e+03	-4.4720e+03	3.2834e+05
5.0049e-03	4.0013e+03	-6.1196e+03	3.2787e+05
1.0010e-02	4.4720e+03	-4.7074e+03	3.2834e+05
1.4984e-02	4.2366e+03	-4.9427e+03	3.2646e+05
1.9989e-02	4.7074e+03	-8.4732e+03	3.2481e+05
2.4994e-02	3.7659e+03	-6.1196e+03	3.2504e+05
2.9999e-02	2.5890e+03	-6.1196e+03	3.2292e+05
3.5004e-02	4.9427e+03	-6.8257e+03	3.2693e+05
4.0009e-02	3.7659e+03	-2.1183e+03	3.2834e+05
4.5013e-02	2.8244e+03	-3.7659e+03	3.2551e+05
4.9988e-02	3.2952e+03	-4.4720e+03	3.2504e+05
5.4993e-02	3.7659e+03	-6.1196e+03	3.2740e+05
5.9998e-02	3.0598e+03	-3.2952e+03	3.2740e+05
6.5002e-02	4.2366e+03	-7.5318e+03	3.2740e+05
7.0007e-02	2.8244e+03	-2.5890e+03	3.2693e+05
7.5012e-02	4.9427e+03	-4.0013e+03	3.2434e+05
7.9987e-02	2.5890e+03	-1.8829e+03	3.2575e+05
8.4991e-02	3.0598e+03	-5.1781e+03	3.2857e+05
8.9996e-02	3.2952e+03	-2.1183e+03	3.2857e+05
9.5001e-02	5.1781e+03	-4.7074e+03	3.2575e+05
1.0001e-01	4.4720e+03	-4.0013e+03	3.2904e+05
1.0501e-01	3.5305e+03	-4.2366e+03	3.2598e+05
1.0999e-01	3.2952e+03	-4.4720e+03	3.2693e+05
1.1499e-01	3.5305e+03	-5.4135e+03	3.2881e+05
1.2000e-01	3.0598e+03	-4.7074e+03	3.2551e+05
1.2500e-01	2.3537e+03	-3.5305e+03	3.2669e+05
1.3000e-01	9.4147e+02	-4.0013e+03	3.2881e+05
1.3501e-01	9.4147e+02	-5.4135e+03	3.2457e+05
1.3998e-01	4.7074e+03	-3.7659e+03	3.2434e+05
1.4499e-01	3.2952e+03	-3.5305e+03	3.2504e+05
1.4999e-01	2.3537e+03	-1.1768e+03	3.2363e+05
1.5500e-01	9.4147e+02	-4.7074e+03	3.2410e+05
1.6000e-01	3.5305e+03	-4.4720e+03	3.2834e+05
1.6501e-01	1.4122e+03	-5.4135e+03	3.2646e+05
1.7001e-01	2.3537e+03	-4.9427e+03	3.2528e+05
1.7499e-01	4.0013e+03	-3.0598e+03	3.2316e+05
1.7999e-01	3.2952e+03	-6.5903e+03	3.2669e+05
1.8500e-01	4.0013e+03	-4.9427e+03	3.2504e+05
1.9000e-01	4.7074e+03	-5.6488e+03	3.2457e+05
1.9501e-01	4.4720e+03	-4.9427e+03	3.2551e+05
2.0001e-01	3.2952e+03	-1.8829e+03	3.2504e+05
2.0499e-01	3.0598e+03	-3.5305e+03	3.2622e+05
2.0999e-01	5.4135e+03	-4.7074e+03	3.2504e+05
2.1500e-01	0.0000e+00	-7.2964e+03	3.2528e+05
2.2000e-01	3.2952e+03	-6.5903e+03	3.2598e+05
2.2501e-01	2.8244e+03	-1.6476e+03	3.2763e+05
2.3001e-01	3.7659e+03	-4.7074e+03	3.2810e+05
2.3499e-01	4.4720e+03	-2.3537e+03	3.2575e+05
2.3999e-01	2.1183e+03	-2.8244e+03	3.2622e+05
2.4500e-01	3.5305e+03	-3.0598e+03	3.2528e+05
2.5000e-01	1.6476e+03	-3.0598e+03	3.2410e+05
2.5500e-01	4.0013e+03	-4.7074e+02	3.2622e+05
2.6001e-01	5.1781e+03	-4.9427e+03	3.2763e+05
